model,nsims,tpb,mem,cupsodatime,cupsoda_io_time,pythontime,rtol,atol,mxsteps,t_end,n_steps,vol,card
earm,10,32,0,5.168909,5.40483808517,5.47994804382,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,100,32,0,5.90219,6.21499896049,6.47407197952,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,1000,32,0,6.934216,7.71060299873,9.19920301437,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10000,32,0,36.395126,41.9879310131,54.9489300251,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10,32,1,4.10854,4.3456299305,4.39761090279,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,100,32,1,4.61779,4.91361904144,5.16692495346,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,1000,32,1,5.439189,6.25831198692,7.78278303146,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10000,32,1,29.46623,35.0278201103,48.0222170353,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10,32,2,3.542388,3.78169298172,3.83380293846,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,100,32,2,3.964285,4.29559993744,4.58495092392,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,1000,32,2,4.822831,5.64399695396,7.07131004333,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10000,32,2,26.299562,31.990653038,45.0642530918,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10,64,0,5.115469,5.41028690338,5.46991920471,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,100,64,0,6.301574,6.69645595551,6.98984289169,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,1000,64,0,6.870796,7.76282382011,9.25913596153,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10000,64,0,36.555622,42.2033839226,55.5525078773,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10,64,1,4.105738,4.39528203011,4.45158290863,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,100,64,1,4.929362,5.2829720974,5.53905892372,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,1000,64,1,5.452911,6.33773803711,7.83693599701,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10000,64,1,29.830233,35.4949579239,49.0007600784,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10,64,2,3.521638,3.81731700897,3.8700170517,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,100,64,2,4.269987,4.65530395508,4.97038412094,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,1000,64,2,4.812057,5.67943716049,7.19795799255,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti
earm,10000,64,2,26.563324,32.152479887,45.7619388103,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-980-ti

# mule
tyson,10,16,0,0.104384,0.295319080353,0.301651000977,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100,16,0,0.09567,0.259296894073,0.291258811951,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,1000,16,0,0.103988,0.489602088928,0.78297996521,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10000,16,0,0.807352,3.44181513786,6.4058470726,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100000,16,0,7.179591,32.2129499912,61.8767468929,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10,16,1,0.097798,0.269820928574,0.285379171371,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100,16,1,0.091133,0.270746946335,0.302159070969,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,1000,16,1,0.100579,0.499597787857,0.794796228409,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10000,16,1,0.745621,3.29471516609,6.30152893066,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100000,16,1,6.596968,31.8523910046,61.3991820812,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10,16,2,0.08972,0.261626958847,0.267326831818,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100,16,2,0.079925,0.260193109512,0.291418075562,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,1000,16,2,0.088983,0.488245010376,0.782480955124,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10000,16,2,0.697632,3.29294705391,6.23455405235,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100000,16,2,6.220216,31.2424190044,60.7368729115,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10,32,0,0.106257,0.263918876648,0.269778013229,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100,32,0,0.107317,0.282632112503,0.314686775208,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,1000,32,0,0.114421,0.508409023285,0.809659957886,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10000,32,0,0.840833,3.46111011505,6.49653983116,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100000,32,0,7.289507,32.4760370255,63.0133559704,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10,32,1,0.097805,0.268514871597,0.274170160294,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100,32,1,0.108263,0.286680936813,0.318510055542,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,1000,32,1,0.109351,0.512265920639,0.809429883957,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10000,32,1,0.802897,3.50825285912,6.53460717201,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100000,32,1,6.954213,32.2975809574,62.6168899536,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10,32,2,0.091187,0.262482881546,0.267934083939,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100,32,2,0.097389,0.277362823486,0.309036970139,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,1000,32,2,0.100486,0.50005197525,0.795844078064,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10000,32,2,0.785708,3.45078992844,6.44411015511,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100000,32,2,7.037149,32.2107069492,62.3967490196,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10,64,0,0.107035,0.266014099121,0.271678924561,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100,64,0,0.105791,0.272113084793,0.303467988968,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,1000,64,0,0.115634,0.50808095932,0.805908918381,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10000,64,0,0.856293,3.50013709068,6.4831430912,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100000,64,0,7.337698,32.7271080017,63.3612680435,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10,64,1,0.097752,0.274228811264,0.27956199646,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100,64,1,0.103267,0.287123203278,0.318517208099,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,1000,64,1,0.112054,0.515038967133,0.812945842743,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10000,64,1,0.806987,3.44556689262,6.42538309097,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100000,64,1,6.976546,31.8446099758,61.6084849834,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10,64,2,0.091159,0.270125865936,0.275504112244,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100,64,2,0.105764,0.292154073715,0.323317050934,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,1000,64,2,0.104107,0.530472993851,0.827152967453,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,10000,64,2,0.790565,3.47190904617,6.42089819908,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970
tyson,100000,64,2,7.02241,32.2990169525,62.0008089542,1e-06,1e-06,100,20000,100.0,1e-19,gtx-970

ras,10,16,0,4.253592,4.43695497513,4.45230197906,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100,16,0,4.356598,4.64288687706,4.75366806984,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,1000,16,0,5.283813,6.75146889687,7.84130811691,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10000,16,0,41.566132,54.7068378925,65.5937130451,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100000,16,0,0.0,93.1491940022,186.277966022,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10,16,1,3.480236,3.67833900452,3.69361591339,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100,16,1,3.551655,3.85389900208,3.96426391602,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,1000,16,1,4.368112,5.85730290413,6.93392586708,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10000,16,1,34.885384,48.1361179352,58.9859290123,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10,16,2,3.083196,3.27984595299,3.29518699646,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100,16,2,3.128659,3.4290831089,3.53986001015,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,1000,16,2,3.881733,5.34323501587,6.41415810585,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10000,16,2,32.190784,45.4662890434,56.3949091434,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100000,16,2,,,,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10,32,0,4.25817,4.44089698792,4.49509191513,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100,32,0,4.690635,4.97563195229,5.08880710602,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,1000,32,0,5.756151,7.33637714386,8.43594503403,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10000,32,0,47.539768,60.8317389488,71.8657290936,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10,32,1,3.476328,3.68386602402,3.69994401932,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100,32,1,3.796019,4.10437679291,4.21805500984,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,1000,32,1,4.6948,6.30813908577,7.40516901016,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10000,32,1,37.156498,50.4316470623,61.5613698959,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10,32,2,3.064918,3.26837515831,3.28415799141,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100,32,2,3.349711,3.65736818314,3.77003097534,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,1000,32,2,4.23107,5.84661412239,6.9464571476,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10000,32,2,35.151783,48.4274399281,59.5453660488,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10,64,0,4.256824,4.44579005241,4.46110701561,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100,64,0,5.002513,5.30561304092,5.41610503197,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,1000,64,0,5.849288,7.29787707329,8.38094091415,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10000,64,0,47.696724,60.9865410328,71.7934169769,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10,64,1,3.488333,3.70238399506,3.71765089035,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100,64,1,4.03325,4.3569278717,4.4677298069,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,1000,64,1,4.765987,6.24605584145,7.31508898735,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10000,64,1,37.1241,50.3376350403,61.2066609859,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10,64,2,3.066027,3.27849817276,3.2936360836,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,100,64,2,3.567257,3.89347791672,4.00449514389,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,1000,64,2,4.273261,5.76847481728,6.84322309494,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970
ras,10000,64,2,35.197105,48.3303990364,59.1527218819,1e-06,1e-06,100,20000,1500.0,1e-19,gtx-970

earm,10,16,0,4.659441,4.84972810745,4.86864590645,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,100,16,0,4.976662,5.19488096237,5.3020131588,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,1000,16,0,6.317375,6.96982502937,7.96954393387,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10000,16,0,52.448009,57.3742311001,67.4514791965,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10,16,1,3.705742,3.88292384148,3.90190196037,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,100,16,1,3.937947,4.15754699707,4.26433181763,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,1000,16,1,5.147177,5.78023695946,6.78418779373,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10000,16,1,42.547272,47.4278049469,57.5263462067,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10,16,2,3.202304,3.38085794449,3.39996600151,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,100,16,2,3.383529,3.60262203217,3.71078681946,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,1000,16,2,4.485781,5.12264704704,6.12062215805,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10000,16,2,37.616077,42.6505110264,52.7049911022,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10,32,0,4.62602,4.83686995506,4.85645604134,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,100,32,0,5.34624,5.58291220665,5.69105505943,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,1000,32,0,6.978764,7.64194202423,8.64322805405,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10000,32,0,61.284042,66.3405411243,76.4410610199,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10,32,1,3.700487,3.88339185715,3.90259099007,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,100,32,1,4.19052,4.41564822197,4.5245141983,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,1000,32,1,5.669172,6.31223297119,7.31153512001,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10000,32,1,44.164722,48.9788358212,59.0302901268,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10,32,2,3.204442,3.38764500618,3.40655684471,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,100,32,2,3.614342,3.83999204636,3.94875121117,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,1000,32,2,5.0129,5.65676689148,6.65196204185,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10000,32,2,38.812767,44.0326459408,54.1516330242,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10,64,0,4.648592,4.853484869,4.87213206291,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,100,64,0,5.794547,6.03231191635,6.13730311394,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,1000,64,0,7.059884,7.71536111832,8.7026450634,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10000,64,0,61.335968,66.248748064,76.1949100494,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10,64,1,3.690073,3.88202786446,3.90087389946,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,100,64,1,4.521928,4.75872588158,4.86386203766,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,1000,64,1,5.706059,6.39944505692,7.42700195312,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10000,64,1,44.793533,49.5902450085,59.5136971474,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10,64,2,3.211424,3.40487289429,3.4238550663,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,100,64,2,3.93362,4.17180895805,4.27769804001,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,1000,64,2,5.066251,5.72549986839,6.70617485046,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970
earm,10000,64,2,39.018616,43.932913065,53.7814359665,1e-06,1e-06,100,20000,20000.0,1.661e-19,gtx-970

#mule 1080
tyson,10,20,0,0.065147,0.332902908325,0.338441133499,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,20,0,0.068583,0.342204093933,0.373159170151,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,20,0,0.071712,0.511078119278,0.796901941299,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,20,0,0.525164,2.61375308037,5.5147960186,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100000,20,0,4.488886,23.2879810333,52.4350647926,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10,20,1,0.059341,0.338150024414,0.343372106552,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,20,1,0.062283,0.354614973068,0.400149106979,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,20,1,0.066728,0.529901027679,0.833273887634,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,20,1,0.497014,2.59001803398,5.52983903885,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100000,20,1,4.262458,23.0251991749,51.8623120785,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10,20,2,0.055509,0.342810869217,0.348128080368,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,20,2,0.058377,0.350629806519,0.381124019623,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,20,2,0.062541,0.525907039642,0.81553196907,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,20,2,0.496883,2.6434481144,5.49079108238,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100000,20,2,4.315917,22.9751081467,51.6612591743,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080

tyson,10,16,0,0.066101,0.352649927139,0.358242988586,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,16,0,0.066637,0.336519002914,0.367316961288,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,16,0,0.074863,0.510909795761,0.799821138382,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,16,0,0.454092,2.54589486122,5.45169615746,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100000,16,0,4.235713,22.806014061,51.5437300205,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10,16,1,0.059643,0.350361824036,0.355623006821,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,16,1,0.060765,0.340326070786,0.371774196625,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,16,1,0.06573,0.51510310173,0.81209897995,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,16,1,0.430944,2.51790094376,5.63685894012,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100000,16,1,3.993017,22.6110949516,52.0377440453,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10,16,2,0.055591,0.352771997452,0.358153820038,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,16,2,0.056871,0.336913824081,0.36793088913,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,16,2,0.061729,0.510408163071,0.804702997208,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,16,2,0.422384,2.50909495354,5.45152902603,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100000,16,2,3.93914,22.5607361794,52.183095932,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10,32,0,0.065121,0.329753875732,0.335678100586,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,32,0,0.069902,0.342136144638,0.372596025467,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,32,0,0.073708,0.509438991547,0.795501947403,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,32,0,0.66672,2.74767994881,5.62349700928,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100000,32,0,6.557095,25.2303700447,54.0462617874,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10,32,1,0.059335,0.332463026047,0.338027954102,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,32,1,0.063585,0.344202041626,0.390110015869,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,32,1,0.070241,0.531203985214,0.821413040161,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,32,1,0.62416,2.71464109421,5.62874913216,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100000,32,1,6.100519,24.722730875,53.493062973,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10,32,2,0.055508,0.330778121948,0.336301088333,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,32,2,0.059526,0.340389966965,0.370615005493,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,32,2,0.065997,0.513002157211,0.814355134964,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,32,2,0.614272,2.70471906662,5.59062385559,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100000,32,2,5.987006,24.5434548855,53.3242571354,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10,64,0,0.06539,0.334537982941,0.340360164642,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,100,64,0,0.072098,0.353422880173,0.384155035019,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,1000,64,0,0.072652,0.509958982468,0.795295000076,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
tyson,10000,64,0,0.667608,2.76472496986,5.63998103142,1e-06,1e-06,100,20000,100.0,1e-19,gtx-1080
